n_parties,n_inds,n_large_parties,perc_large_votes
44,4,3,0.6898712355543124
41,4,2,0.8082599488867621
41,6,5,0.8529959934025966
36,2,1,0.9846525359816125
37,7,3,0.84284465706492
39,6,5,0.9704944192801485
41,4,4,0.7480555330728655
37,5,1,0.5915665134977011
34,9,3,0.7038090239481436
37,8,1,0.8327030304388721
38,7,2,0.7873441157650495
53,1,2,0.9084759977454484
32,4,2,0.8146931733356004
37,7,4,0.8142040399852799
39,6,1,0.9358982312899777
36,7,3,0.9660962801687789
35,5,5,0.8038459647429863
32,5,5,0.9569558193479535
42,4,3,0.800502942499424
42,2,6,0.797383344581626
35,12,3,0.8595593982040761
42,2,3,0.854395627832928
34,7,5,0.770700165024896
45,4,6,0.9333539961562215
46,5,6,0.7896229580613497
38,9,4,0.9392194020501204
44,5,1,0.983308330699932
36,5,4,0.8354832460845102
46,6,1,0.925292698407073
47,4,0,
50,7,1,0.9210634859056873
35,4,2,0.9356982803407797
47,3,4,0.9108444217580598
30,4,6,0.9193860104665844
34,6,1,0.6729722190964142
40,5,4,0.8612587982958465
40,8,3,0.8984901737031982
44,5,6,0.882626020418485
38,4,1,0.8430999612455314
30,3,3,0.8565938308274083
46,7,3,0.9308908565860038
40,5,4,0.8772999415065438
56,5,1,0.8205051450720128
28,5,0,
38,5,2,0.9215780208430118
43,3,6,0.9764655011786201
41,4,3,0.9209787495651272
34,4,3,0.9370967420222386
42,7,2,0.926606384279619
31,5,3,0.9034988065466154
32,6,4,0.9574599161685127
34,4,4,0.8968680464159978
41,5,5,0.9389619680585154
48,3,2,0.7838782799233399
39,4,1,0.6527876714299472
38,6,1,0.8277121419805383
35,7,4,0.8852374924712544
32,2,3,0.8248243577418232
35,6,3,0.9256094972961973
33,7,3,0.7717119682346417
39,5,4,0.9685892918325468
54,5,4,0.9331518940192858
35,3,4,0.8140759222294749
41,4,2,0.9290333119818794
46,8,2,0.7529088287865597
48,7,3,0.9226682149275621
44,6,1,0.8414990480453597
42,4,2,0.9103750123102617
41,6,4,0.9606431377943644
25,6,5,0.9005942081988009
49,4,3,0.9159672245610327
31,4,3,0.8212810305886722
34,6,4,0.8489805460260442
36,5,3,0.9798566448164086
37,6,1,0.9163986693239514
40,4,3,0.9295332647463133
37,8,5,0.8646561292363997
32,3,2,0.9316333218937376
32,6,6,0.8294232350494162
27,3,5,0.8946522229020559
40,5,2,0.9834294595639614
41,5,1,0.9350348812246342
40,8,3,0.8180505451872111
41,3,1,0.7344588470178386
32,7,4,0.8995617761702623
34,5,1,0.8241043618371249
30,2,3,0.8628198365242365
33,3,4,0.9026698017622279
40,4,3,0.8488327943573939
51,8,3,0.8837162089062964
42,6,3,0.9344470081669292
28,8,2,0.9375021512471312
39,3,3,0.8795721318432573
37,12,1,0.8158221785500774
47,7,4,0.8809548181593793
43,10,2,0.7934528203282708
39,5,2,0.9172020371620281
47,8,2,0.8204446036661703
45,1,2,0.840886821073045
44,4,2,0.8722667102169105
49,4,5,0.9480570629535224
46,4,3,0.8036832344729153
56,5,5,0.8142595802885588
31,8,2,0.6623855890663259
44,6,3,0.9877675875399845
40,7,3,0.8878952420572388
34,6,5,0.8837157721592792
42,4,2,0.5828679133451495
36,2,2,0.8097417975743327
49,3,5,0.8501425695524326
38,6,3,0.887935050738845
39,6,2,0.8483556113191336
47,9,3,0.7672758350464589
42,6,2,0.785842878721332
35,5,4,0.7724024760551561
45,3,0,
42,4,1,0.853409029006412
51,5,1,0.8814960716737887
40,7,2,0.7717492720183221
49,9,0,
42,5,2,0.8526600532384756
39,6,3,0.9328583736592405
30,3,2,0.8945451095263381
31,7,3,0.9297792599603968
39,4,3,0.7278896115600325
37,3,6,0.8829410050131916
38,9,5,0.7387101182944621
46,3,5,0.717118938771637
31,3,4,0.7790428293519946
45,5,1,0.8088753089331311
34,3,2,0.9366825799323023
38,4,3,0.9146339656072194
34,7,4,0.8814278574072429
44,4,2,0.9179483471072494
57,4,2,0.8722437939241138
35,2,1,0.8650705350276999
28,6,2,0.9223448430635486
41,6,5,0.9427570666467788
42,5,4,0.9384205891397891
36,4,2,0.9574670332452181
41,5,8,0.906974735019045
43,5,4,0.8187447242758582
44,8,4,0.7189645557435294
32,5,0,
34,4,2,0.7350385252366123
33,1,3,0.8790728670362313
41,5,2,0.8099002537799905
31,5,1,0.9747161354994611
32,6,4,0.8418208804737656
51,6,3,0.9112870345117114
48,7,3,0.8067407037925342
44,5,1,0.9069608812106549
40,6,3,0.8147620603027771
31,5,4,0.8933118176089772
56,5,3,0.7126935757253671
45,2,2,0.7857400675426935
35,6,3,0.7930545926208896
38,5,2,0.7532324595966092
37,7,5,0.7011603068297544
28,5,4,0.9837885110812816
49,2,2,0.9646954682331439
50,5,3,0.9613087318617515
42,6,4,0.8197917407009665
35,2,4,0.8871636726042318
36,4,7,0.9495750956998695
43,7,4,0.8918045574383633
42,5,2,0.8755374763680239
45,5,4,0.7989875923539524
50,4,9,0.9749192938621685
44,2,6,0.9455110553801686
45,6,2,0.6925689684468683
41,3,5,0.8719940163382263
45,3,3,0.8723586081535437
38,5,3,0.7202251208414361
33,5,7,0.7762116995488699
49,4,2,0.6853395681092399
38,4,3,0.8526251045524575
42,1,2,0.8813894883286049
40,4,4,0.8755992838711937
33,4,6,0.9894072763806766
51,6,4,0.8444794836237399
42,3,1,0.7543862382476683
31,4,4,0.8552255520861873
47,5,5,0.9248821627966066
40,4,5,0.8289721146613325
38,4,1,0.9384918905237457
45,1,6,0.7408795179347706
49,3,6,0.9251079886468314
44,6,3,0.9153694062398283
40,8,2,0.977650443903014
38,7,3,0.8802009963628898
48,2,3,0.9899517111840714
35,6,1,0.6748688791180231
51,6,4,0.7189264625427292
39,4,3,0.977296531977733
30,5,5,0.8708139095965935
49,3,1,0.8145412736449136
42,5,3,0.8902014361741631
36,4,2,0.7408661010558839
39,7,4,0.952476214190777
50,4,3,0.86898937494369
35,7,2,0.9801659161553785
37,4,4,0.9603742582187369
49,3,4,0.7663150919818067
30,7,0,
51,7,3,0.8512798168883738
37,6,2,0.9540130958782418
43,8,0,
46,11,2,0.8306067761604327
48,5,2,0.7934712412534377
41,7,1,0.8947895537172711
36,3,4,0.9294633226641331
42,6,3,0.9467461436810433
30,3,2,0.8508622121571767
31,3,1,0.714970710852074
46,6,7,0.8331134700512886
39,4,5,0.9385447619376389
38,4,2,0.724625033190153
52,4,0,
48,6,2,0.9523155221774419
31,5,5,0.9041957361561209
49,4,2,0.8678212313510267
44,3,4,0.9649778664181503
33,5,2,0.8962575955308884
36,6,2,0.81839649005996
45,3,2,0.9039143393542901
39,6,1,0.9333521360290847
43,6,1,0.9468998993568969
33,5,4,0.6745013614341432
45,8,10,0.8692506286081657
39,4,5,0.8236483754333602
38,6,2,0.9850550685902042
34,2,5,0.982735194438163
38,4,5,0.9217872270069426
32,3,1,0.9524781045924834
40,8,1,0.866228366122803
37,2,2,0.8188500158412113
34,7,3,0.7692256977403781
45,5,3,0.9317362545160457
49,6,2,0.8410386833273712
38,5,1,0.8516562426779524
36,9,2,0.9836671065484495
41,4,4,0.9545591373959749
47,7,2,0.7869958315575238
45,6,3,0.9454934391449404
34,6,4,0.9399809244787161
35,5,5,0.781099369001808
38,4,3,0.9014243017711646
33,3,5,0.8714424578235357
34,7,4,0.8908541809734787
50,5,4,0.8095354329004594
40,3,1,0.8405062892178208
43,5,2,0.7055775521828221
38,9,0,
45,3,3,0.8405975118375899
41,4,0,
34,6,2,0.7649852319941232
48,3,4,0.7858875897055465
38,4,1,0.9203421801255183
36,5,3,0.872690317595643
28,1,2,0.9370003691046781
46,2,1,0.8245275125427247
47,2,4,0.9140949730227513
32,3,1,0.8321681294293779
29,6,5,0.8744595004505555
38,6,1,0.9760539020201827
41,6,2,0.9821550523496497
44,7,5,0.737456903767
36,4,3,0.8289368049013978
37,5,5,0.9386558132447468
33,3,2,0.9214346406919691
36,5,3,0.9253661705633796
48,3,6,0.8744224460883726
31,5,2,0.9126625782347075
37,6,2,0.9368576256260389
30,8,2,0.9027615790997062
46,6,3,0.9765274198418258
37,5,2,0.9474785572764164
47,4,5,0.8320431723523312
48,7,3,0.8914583444277043
36,4,4,0.8295814338622801
42,2,2,0.9253489630419712
37,2,1,0.88886445844425
34,3,5,0.8200759779208994
36,4,3,0.8944678615186232
47,6,2,0.7781324634114718
40,9,1,0.8649337527086538
36,7,3,0.9185175637579557
42,5,2,0.9274318738394626
51,5,4,0.7935516427890059
33,4,2,0.9154633389410762
45,6,4,0.7823329159499963
46,5,3,0.84845886963863
31,3,3,0.8529813963684872
45,3,3,0.9311362264466058
43,7,3,0.9542623013343804
38,4,4,0.8895982441960086
31,5,1,0.9145111397080676
36,6,4,0.8851717999444915
35,4,1,0.8103672171073719
29,8,1,0.7604288022071968
36,6,4,0.7610047088569207
50,9,2,0.8211036983519201
34,3,5,0.8414979361108057
45,3,3,0.9530063086206515
47,5,5,0.9266729357378171
52,4,0,
35,2,2,0.9606178026545271
47,5,2,0.8777960004130531
34,6,4,0.8733165332065475
37,3,3,0.9346028596683998
30,9,2,0.8939379769758371
33,9,3,0.9785747886612643
40,3,2,0.7605419352582001
36,6,2,0.7530800698021335
34,2,3,0.7949105614172232
46,8,2,0.8019924204898655
46,4,2,0.8787025023228446
47,5,2,0.9577300647253937
38,2,3,0.8000691855038204
36,4,5,0.6978981507846971
43,6,3,0.7703651072625659
44,4,3,0.9209570210222778
39,5,6,0.7975531735932859
35,5,6,0.8743189578278849
41,3,3,0.948438292863924
45,6,5,0.920047860385027
39,4,4,0.9016881312218519
43,6,3,0.9101729518542762
30,6,4,0.7287814662315334
50,2,1,0.9648947080592918
52,4,3,0.9095614368582282
35,5,1,0.8973638383212323
40,3,3,0.9214084565685766
37,8,2,0.7987937296568032
43,3,5,0.9652139798506083
43,8,2,0.7803072067271194
39,3,5,0.7016599666327851
31,3,3,0.9204980659337305
39,5,1,0.7679976448921109
33,5,4,0.7484080618152119
42,4,2,0.7183208555446942
34,3,6,0.7073127319200907
39,4,1,0.926435730556461
41,4,7,0.9897785260952185
46,6,2,0.7516885724054795
39,2,2,0.9621516756023029
42,6,2,0.9211763592836664
38,9,2,0.9592595606323598
42,6,6,0.9314231237608787
42,6,1,0.7876856995989985
43,3,2,0.8927311968796696
40,4,5,0.9697480936012425
41,4,3,0.7051788521764999
32,6,2,0.8282511043447016
44,5,8,0.7183832125922546
41,4,1,0.9394809016138976
31,7,3,0.8953172841958635
39,4,2,0.7825462878239217
35,4,3,0.9764320099205019
40,4,3,0.9168783729956943
41,1,6,0.6392239598613129
41,3,4,0.9270607505607883
45,5,0,
21,4,0,
51,2,2,0.8145713536508898
41,4,4,0.9531648097235274
37,7,3,0.8316989565435843
35,3,3,0.8544925593936784
44,7,2,0.9303121714087192
32,3,2,0.8022357614373534
38,10,4,0.713916470143396
38,8,2,0.975317927924993
42,4,5,0.9526626648331004
27,5,5,0.8248382157512459
54,6,2,0.9349071704418765
32,4,1,0.8842310188365918
44,8,2,0.848907172330546
30,3,2,0.852452401876094
37,3,5,0.8543658603200438
39,5,2,0.8520734098236945
45,3,2,0.8766323525454854
42,4,4,0.8253464781986644
30,5,5,0.8847737628413692
44,3,3,0.8142169347995122
31,7,2,0.8976706229657485
49,4,3,0.8380736762127989
40,5,1,0.944573604856582
40,6,4,0.9547338255510512
39,8,0,
39,9,1,0.7809336630889123
38,5,4,0.9563744035878435
41,3,1,0.7193084615388001
34,9,6,0.863739918022173
44,4,2,0.9837194980394965
37,4,3,0.9621278771406969
42,3,2,0.9204124147609769
52,8,8,0.86474320712472
34,5,6,0.838237502577746
44,5,7,0.7085337645627551
44,8,4,0.8695384143916245
40,6,4,0.8301908915587672
39,3,3,0.6505591356027072
33,3,3,0.9384936768468475
52,6,3,0.806729230240136
45,3,8,0.782793852769002
38,5,3,0.9656686772780817
52,6,4,0.8824083504096477
36,6,5,0.9034358930259396
42,2,2,0.9713756686580459
42,8,4,0.8443919149928248
47,5,5,0.8111614116316983
42,5,2,0.976878810011927
30,5,1,0.8281693894604957
44,6,4,0.8082565767773895
41,2,2,0.8815237104413779
42,10,2,0.9546193521635646
47,6,3,0.7956394700058744
36,4,2,0.8457517723443483
36,4,1,0.9637856931694461
37,8,5,0.890894902178003
43,1,2,0.8044069172749737
37,7,5,0.9051825348136849
42,5,1,0.912930483031035
51,4,3,0.9473129629720352
42,7,6,0.9136500075882447
31,2,3,0.8789318579087033
31,5,2,0.9331714237369214
46,3,3,0.805112586303851
41,4,0,
41,5,2,0.9584902003152352
49,4,8,0.7930456182908977
49,4,1,0.7460663427001164
50,5,6,0.9437484753480483
31,3,3,0.8518818768721823
34,3,0,
36,5,3,0.646975036117574
33,2,6,0.7927484907103338
43,2,1,0.9489361357821527
31,6,3,0.9300604686718407
39,6,4,0.8737176156643173
31,7,3,0.9873076160409662
44,3,4,0.7542222941725024
44,8,3,0.6916606875033656
42,7,2,0.7504735623374323
43,5,6,0.8388747780680461
49,3,0,
31,5,2,0.8784123457872016
33,8,1,0.8736512030173583
37,6,2,0.7494486140416379
41,5,0,
41,3,3,0.8050657366271528
46,10,3,0.8738407194343589
33,3,5,0.7852194080384631
39,6,2,0.957729355598599
32,6,2,0.9420162529340824
43,5,2,0.9648477128121841
43,5,7,0.880511584118526
40,5,7,0.9864081887720269
38,4,4,0.8899167699800861
49,3,3,0.8538630061045444
38,7,1,0.6350204976759564
45,3,3,0.7425787310505433
21,5,2,0.7344958913223848
58,8,1,0.9242753429683149
33,6,4,0.8252116684062928
42,7,0,
38,5,1,0.8966545908259235
39,6,6,0.8514100263474368
32,5,4,0.7162252149194115
37,4,3,0.9045284794344867
41,4,5,0.8935558963327528
33,6,2,0.8925250311385852
45,5,4,0.9743696343358926
42,4,3,0.9409158778151308
41,2,3,0.9719395638467074
45,7,1,0.815782660526447
53,5,2,0.9694808412992095
26,8,2,0.9796157415485482
36,2,4,0.7645527819105229
53,5,3,0.9081021563315528
26,10,3,0.9094843585711797
48,4,10,0.9290529777834163
40,7,1,0.7623448046415191
25,2,4,0.8179249645324533
51,6,3,0.6834836132054334
27,8,3,0.8927234540879824
41,4,3,0.6835320144248108
35,5,0,
44,4,2,0.8168209612510774
48,4,0,
45,3,1,0.9002247111758348
49,4,2,0.970623698432413
40,3,4,0.8234600845997962
33,7,2,0.8900587836519208
45,7,3,0.8808244657433761
44,2,0,
44,9,4,0.9007705997910984
49,3,5,0.7977532087702159
37,6,3,0.8861773071532303
28,6,2,0.929100433485526
45,3,2,0.7653363787463634
30,6,3,0.8847128376248649
27,6,3,0.8654367953394168
37,1,1,0.9622207085653661
39,3,2,0.7621732695331754
33,3,3,0.9561433525995277
34,3,2,0.7875846471404643
34,4,5,0.9394424399160618
36,6,4,0.9354698082400146
37,5,3,0.9757730425596799
38,7,1,0.9373550780281312
34,4,1,0.7772522118590447
39,5,4,0.8966281071064587
38,7,3,0.8836668962766958
38,4,5,0.8552687867160751
34,6,4,0.8318537636844311
43,5,4,0.8749124256604465
45,3,4,0.7922890388865436
34,2,4,0.9151071799264965
41,4,1,0.9746369548198858
45,5,2,0.9100210990849494
22,5,2,0.916764317843275
35,5,2,0.9130958595190268
46,2,2,0.9438281745234642
47,3,3,0.8262106275070634
42,5,8,0.8280955648255802
37,11,0,
38,7,8,0.932481767747626
40,8,5,0.9185397605960354
41,4,1,0.87769698418696
50,4,3,0.8411873827012046
27,4,6,0.853950888674349
46,6,6,0.679628434961407
36,5,3,0.9663765788465515
35,4,4,0.8923702816724123
39,5,1,0.861078919756378
31,4,1,0.8793375141213767
30,3,1,0.8109264540872106
37,5,2,0.9392208015199336
39,2,1,0.9646193592170887
32,8,3,0.6604221382601494
46,5,5,0.9082755452781592
40,6,0,
49,6,2,0.947269752254049
33,4,4,0.884961281045525
36,6,4,0.8965250595360561
40,6,1,0.8139682285621606
50,4,4,0.8030296505915557
33,9,0,
50,2,2,0.8663690835707701
34,6,4,0.7334819068621085
45,4,2,0.870200968433233
33,5,3,0.8415231295164038
57,8,5,0.8613341940053364
40,3,3,0.8989733563295492
44,4,5,0.86691622266925
34,9,1,0.8095511992067935
41,7,3,0.9107991781216561
35,4,3,0.8594434135068625
42,4,4,0.9127428778934399
28,6,0,
52,7,4,0.8919205585058536
40,8,2,0.8665048004629838
32,4,3,0.9577502705287578
40,4,3,0.6910802282447648
37,5,2,0.9522660906698018
38,2,5,0.9483031075998639
39,6,2,0.6838146214140416
41,5,1,0.9843322935178491
43,5,3,0.9134701532396289
48,3,2,0.9123714257105324
28,13,3,0.8570367771611673
47,7,1,0.8336296449360283
37,4,5,0.9485866255924855
43,8,0,
43,2,3,0.8869272789406762
46,10,3,0.8455649246852617
36,10,1,0.8675165156591973
35,2,2,0.7995372924500352
39,3,6,0.8351817067323479
40,6,5,0.8379087819508904
46,2,3,0.8250523334305785
41,3,3,0.8644355756828612
33,6,1,0.8077388936608916
47,10,2,0.8635436718806075
35,2,3,0.8195003115533214
38,4,3,0.9089650075300848
39,5,4,0.9104957071012345
56,4,3,0.8023088681528008
50,5,4,0.8470577060845489
33,4,2,0.8417122948867307
44,1,3,0.8611955903501731
32,3,4,0.8487192507859667
36,8,2,0.8670969894761439
38,5,5,0.7907041110173949
45,7,3,0.7942264309764454
41,2,4,0.9226675715373195
41,8,4,0.8765163210457724
39,4,3,0.9020041081485451
37,5,6,0.8537853820265324
44,4,2,0.8130029222648154
45,9,4,0.7775522887353135
39,4,1,0.7871586817697566
46,9,5,0.8323302298732366
35,7,4,0.8215025134532453
41,4,2,0.7486191951776826
46,5,1,0.8422016841242453
38,8,1,0.8499073793878947
37,13,5,0.914647669623422
31,5,0,
42,3,3,0.5579338097528732
40,6,7,0.7885264118694856
36,5,0,
32,7,4,0.7848761068840667
40,9,8,0.904319865204613
30,5,5,0.8472656452786138
36,4,2,0.8107499220920378
40,4,2,0.6177095112694129
31,4,6,0.8609230225418005
41,11,7,0.554900991819249
35,5,4,0.889952719901733
43,6,2,0.9511830207749412
44,7,0,
33,7,3,0.8848716028334458
50,6,3,0.8299542259464322
39,4,4,0.7712759348678827
40,4,3,0.9878001107528451
29,3,3,0.9293421058848252
37,4,2,0.9879572844061206
33,7,0,
39,6,4,0.7000553548895447
39,9,3,0.9019345461139454
33,3,4,0.8909299680893688
51,1,4,0.822732653856348
33,5,2,0.8584011147528574
39,4,1,0.9094197960344524
44,5,4,0.8128360515590145
40,3,8,0.9200830658919791
44,4,5,0.9803692297207967
63,4,1,0.8462510118118719
30,3,5,0.6942267021872857
42,5,3,0.8606031747798532
40,2,2,0.8623947186762648
41,7,2,0.8345689208068636
43,5,2,0.7357961166605944
34,6,2,0.865053972121024
54,7,3,0.7171332520957757
39,11,2,0.958015051149575
42,5,3,0.9124961272607357
45,7,4,0.8407679215542129
43,3,2,0.9843334002522104
44,9,3,0.9881395689112455
41,7,6,0.8653733181820719
45,2,6,0.6668166547658868
40,1,5,0.8257148380420745
38,3,4,0.9149321179383727
41,4,4,0.9619949300246522
33,4,5,0.9097450547585456
33,3,4,0.8364077571578872
32,5,2,0.887838006909189
46,6,0,
47,7,1,0.9039250374363282
48,9,6,0.7669132395077136
44,6,1,0.9157045895238208
32,7,2,0.8581293169442977
32,5,1,0.8595673677998071
33,3,3,0.7786519504803374
38,6,6,0.9420152448164361
36,4,5,0.8435717393623778
37,5,3,0.8742556451682
29,3,2,0.6192732125280174
37,6,2,0.9792899168170935
40,4,2,0.9480945795485268
28,1,3,0.8310920588129123
39,5,3,0.9744519529260622
38,4,5,0.8199775240157885
41,7,4,0.7308774495040073
49,5,4,0.7946034632718261
27,9,3,0.82866094066363
34,3,5,0.9150168378254877
43,6,5,0.6308261637311989
42,5,2,0.8144522432159897
35,5,2,0.7459945825136205
35,5,3,0.9293923187674406
49,6,1,0.8539775594992537
31,5,3,0.8646498176395016
49,4,2,0.9219751583187024
43,4,2,0.9205563819623744
50,4,2,0.6993930899970502
43,7,3,0.8821449836908363
54,3,1,0.8755266259972184
43,5,2,0.8965250985041735
43,5,1,0.9051678098742648
39,6,4,0.801165011462267
34,5,2,0.8747690085187945
37,5,2,0.817025968056404
37,6,2,0.8072238040336253
37,4,2,0.7496449421995841
45,6,2,0.750463378530976
48,4,1,0.8187339300616632
55,2,5,0.9126452972907234
58,5,2,0.9142320753491299
50,7,3,0.8474454360445132
35,2,1,0.9578543312614201
35,5,1,0.7491495526156641
48,6,2,0.9061775764665931
38,4,8,0.8775877687944029
36,3,4,0.8580209983089369
47,5,2,0.8649063068808622
38,5,2,0.8346621807723861
30,3,1,0.9372954638241267
42,2,0,
45,7,2,0.9681231082773156
45,4,1,0.8506998539629395
38,7,6,0.8172882815639269
33,5,4,0.8135202111961928
37,2,3,0.9356644476621914
35,8,4,0.8487292936633273
47,5,1,0.8527753640473171
33,6,4,0.6574262002897462
32,7,2,0.9355359737258446
37,4,6,0.7325391400211774
34,6,0,
41,6,2,0.9845667837727333
47,5,0,
42,7,4,0.8385143014796238
29,5,6,0.8800096330453595
26,7,3,0.8377648769711643
34,4,2,0.961209834133428
45,3,3,0.9883954472500074
38,5,2,0.7403743641700068
39,5,0,
42,2,4,0.8058321650105066
38,6,4,0.8652674146635082
41,2,2,0.9878889030798451
41,5,2,0.8600372515114474
46,4,2,0.7381125560243407
35,3,8,0.7820401576223857
36,6,5,0.8491980434724415
38,4,4,0.9537213412659695
44,4,1,0.9088125959857718
42,3,5,0.8680482027021275
34,3,3,0.937611079526068
45,3,2,0.8558121244342628
41,7,4,0.7170930950464105
37,4,1,0.8688172997499384
28,2,5,0.9896099183950757
46,3,4,0.9233833872434887
41,8,4,0.9317498169890311
40,3,2,0.9636641719712409
42,6,3,0.922131472956106
42,7,5,0.8033402205220833
23,7,1,0.7908240298818848
40,5,5,0.8134442167320123
36,3,5,0.7261521583123425
43,9,3,0.9443095348369649
42,5,3,0.7992294695621142
37,4,2,0.8489901601232466
47,4,2,0.8826030916866862
43,6,8,0.7609683457028869
44,4,4,0.8592577155884101
41,4,3,0.945209457185748
52,6,2,0.9025425342917197
37,4,1,0.8264334020666951
45,5,2,0.8828920369867833
43,8,2,0.9556830748163998
41,6,5,0.8519908199893508
38,3,4,0.7813834829483763
40,6,4,0.9598660685280266
48,3,4,0.7050236325028363
39,2,4,0.9828610220601449
37,2,5,0.9588397026370733
43,4,4,0.9589510531757147
41,4,1,0.6891570345632129
44,4,1,0.6689606921908927
34,5,2,0.9441785003363632
40,2,2,0.871160797122955
36,6,4,0.9800802513345295
43,6,2,0.9206600694913031
38,8,4,0.8471569474691173
42,3,7,0.7674682990927247
36,2,5,0.9440303270422362
36,3,3,0.7751087446010291
38,5,2,0.7108271304763807
45,4,3,0.8917492183649143
35,7,3,0.7823393582028408
36,8,4,0.6323746419487115
43,4,3,0.829459451311575
47,4,2,0.8915852081707175
36,7,2,0.790894625293221
33,4,2,0.9625936200994444
37,9,4,0.9068145020040396
33,9,3,0.9515817867963934
38,3,2,0.8865278918951788
41,5,4,0.949785882655154
34,4,2,0.9640365714066169
41,4,1,0.9897575683548386
37,8,2,0.8870173739625328
47,8,3,0.960431269664791
34,2,4,0.7521423724699662
45,4,5,0.7540397408748971
34,2,2,0.863184505429742
44,5,2,0.8914236779006766
48,1,3,0.7951601797176315
30,4,3,0.7443189489985023
39,5,2,0.8855786464249832
38,4,4,0.7757474168673218
43,7,7,0.8907469366657305
39,7,3,0.901275370749227
46,8,6,0.9551877929604917
48,5,2,0.945203280040387
33,3,2,0.9213058032623185
42,3,4,0.8214297655543492
40,4,3,0.9215533968290092
36,7,3,0.975817581592402
34,8,8,0.9405699816358146
36,5,2,0.9033949157420311
37,6,7,0.909516275970468
35,2,2,0.863981933227352
33,4,2,0.8171411229727025
35,8,4,0.8790397468358866
45,4,4,0.8577373015665719
30,4,4,0.790127885949343
40,4,4,0.7826934258645575
49,6,1,0.9068280285712099
41,4,2,0.9296733422746751
40,3,4,0.9645083722439435
41,7,0,
42,5,5,0.7970748467426756
30,4,3,0.9559104786613919
45,4,2,0.910504620629907
42,5,1,0.8509892790908785
32,7,4,0.784371208318
38,6,2,0.9139169635745695
34,5,5,0.9734715901116171
43,1,1,0.9757403306577765
33,8,2,0.8894877007995294
50,5,1,0.7899860515080631
35,4,4,0.8747622698055605
33,5,5,0.8658605921535287
50,6,5,0.8760667954359628
39,6,2,0.9266012140827175
43,5,2,0.8172628648194192
51,6,2,0.8564666416820682
38,6,2,0.9714487505085612
40,2,3,0.642193390635426
40,3,1,0.8838824785520761
32,3,5,0.7093062024071554
39,3,2,0.8726812753750053
44,5,3,0.9172876602670111
45,4,4,0.8828962124524464
28,4,3,0.8969753078367756
37,7,2,0.9309938732583524
39,2,3,0.9456189782576074
42,1,1,0.8365057583516903
49,4,3,0.960997597255566
44,6,3,0.9067113360974096
44,4,5,0.8622599558554513
29,4,1,0.9398348167196896
44,6,7,0.9064799816363246
38,4,4,0.8790140146790104
41,2,3,0.8150951627698952
38,6,4,0.879988771559989
42,2,2,0.6499748434194208
45,5,1,0.8624723529087556
44,4,2,0.8456347299394009
33,6,1,0.943246749475458
45,6,2,0.7512538165226382
32,4,4,0.8590351532538506
45,3,4,0.9328303422105944
45,2,4,0.9268630401196633
45,4,3,0.7608652819936648
32,3,7,0.9713785561818924
40,6,3,0.628121557307088
42,7,4,0.6911902599963107
41,7,3,0.893453705513962
53,4,2,0.9725342155739971
43,6,3,0.967275653303429
52,6,5,0.8591782826736091
42,7,6,0.9489300673711325
44,3,1,0.780556780621523
35,5,2,0.9387527912178064
43,5,0,
38,4,1,0.8366123669204365
48,6,1,0.9653673868252812
48,6,7,0.9510930936977939
36,5,1,0.747754604790207
46,3,2,0.8239248362533932
37,5,7,0.9545358209955547
33,5,3,0.9179662105148274
46,1,1,0.7743580268961622
47,3,3,0.9631153644983638
39,5,2,0.9833255822623307
44,7,4,0.9133650973424725
57,4,6,0.9815070611437273
30,6,5,0.6979152798255945
33,8,3,0.9166458344517415
45,5,2,0.8673636759510033
41,5,6,0.7581908909501209
41,4,5,0.8838742597006716
38,6,2,0.8764640335889148
38,2,3,0.937071208745819
36,6,3,0.856982491028082
42,2,1,0.9146486102608035
54,3,3,0.8965594501764674
39,4,7,0.8560106257555854
33,4,4,0.7624275498940047
34,4,2,0.8487019309138062
44,4,0,
35,4,3,0.9266423110428743
46,5,2,0.7935086744117483
33,3,0,
31,4,3,0.9372350016616495
30,8,1,0.9813119571873912
43,5,3,0.9567776347804481
49,3,2,0.8170579141926024
47,9,2,0.9894922693709771
36,4,1,0.9046384382363528
49,4,5,0.9050149044801877
40,5,3,0.8344161043604666
40,4,0,
51,9,4,0.9318497788380591
40,3,3,0.9851346661327073
41,8,6,0.7335832280759869
36,6,1,0.8614205006297552
41,3,3,0.7964292618752431
33,5,2,0.8274801978318651
43,3,3,0.9057310999202893
43,2,6,0.959914649328576
34,2,4,0.8640134308210798
41,6,2,0.9169515938898661
39,5,6,0.7417430866431693
27,3,1,0.8819810407705101
44,6,4,0.7750218569686917
30,4,4,0.8152378818943895
28,3,2,0.9514621479058825
29,7,1,0.9531799438161899
46,5,3,0.8096168503990424
45,2,3,0.9888669435147092
36,4,2,0.6886306428639803
32,3,5,0.9422436334302251
32,3,2,0.812004789199073
36,3,1,0.9744099410687406
37,4,3,0.8664455406608983
37,1,2,0.9408740486686689
47,5,5,0.8367361229141025
34,4,0,
42,4,3,0.8629014244023614
35,3,4,0.8593694086992425
35,7,3,0.9710769046367154
41,6,4,0.9665130995910265
32,7,4,0.9343947386017306
40,3,3,0.9539314999524595
31,6,3,0.7671337867275749
47,4,4,0.7854297848595877
39,4,4,0.7432355066377984
48,7,3,0.9392117896621326
44,3,2,0.8574372843913413
37,8,2,0.9852810042930717
45,3,3,0.9040889543451893
